Id,CardName,Description,GuardianStar1,GuardianStar2,Level,CardType,Attribute,Attack,Defense,Password,StarchipCost,IsAngelWinged,IsBugrothian,IsMercuryMagicUser,IsDragon,IsElf,IsFeatherian,IsFemale,IsJar,IsKoumorian,IsMystElfian,IsPyro,IsTurtle,IsUsableBeast,NumSort,AbcSort,MaxSort,AtkSort,DefSort,TypSort,AISort
619,Rock Spirit,"A clay idol
representing a rock
spirit. The creature
has significant
attack and defense
factors.",Uranus,Mars,5,Spellcaster,Earth,1650,1900,82818645,350,0,0,0,0,0,0,0,0,0,0,0,0,0,619,528,116,141,82,76,26
620,Snakeyashi,"A creature made up
of several snakes
that attack
separately in battle.",Jupiter,Mercury,4,Plant,Earth,1000,1200,29802344,70,0,0,0,0,0,0,0,0,0,0,0,0,0,620,567,362,370,297,618,42
621,Succubus Knight,"A vile
warrior wizard
adept at casting
doom-dealing spells.",Mercury,Jupiter,5,Warrior,Dark,1650,1300,55291359,180,0,0,1,0,0,0,1,0,0,0,0,0,0,621,592,186,147,230,178,31
622,Ill Witch,"Controls air
currents and
can generate
a sudden gust
of wind to blow
away an opponent.",Sun,Venus,5,Spellcaster,Light,1600,1500,81686058,230,0,0,0,0,0,0,1,0,0,0,0,0,0,622,301,189,154,171,52,33
623,The Thing That Hides in the Mud,"The appearance
of this creature
is preceded by the
ground melting under
an opponent's feet.",Uranus,Jupiter,4,Rock,Earth,1200,1300,18180762,100,0,0,0,0,0,0,0,0,0,0,0,0,0,623,626,309,296,244,599,40
624,High Tide Gyojin,"An amphibian warrior
that can easily
navigate beneath
the waters.",Neptune,Mercury,5,Aqua,Water,1650,1300,54579801,180,0,1,0,0,0,0,0,0,0,0,0,0,0,624,281,185,146,229,529,31
625,Fairy of the Fountain,"A fairy dedicated to
protecting fountains
from pollution.",Neptune,Venus,4,Aqua,Water,1600,1100,81563416,140,0,1,0,0,0,0,1,0,0,0,0,0,0,625,189,208,170,308,520,33
626,Amazon of the Seas,"A mermaid sentry
serving the Sea King
and his kingdom.",Neptune,Mars,4,Fish,Water,1300,1400,17968114,140,0,0,0,0,0,0,1,0,0,0,0,0,0,626,11,261,249,203,428,38
627,Nekogal #2,"This fast creature
can easily elude
enemy attacks and
counter them with
its vicious claws.",Jupiter,Uranus,6,Beast-Warrior,Earth,1900,2000,43352213,550,0,0,0,0,0,0,1,0,0,0,0,0,0,627,461,76,80,56,199,23
628,Witch's Apprentice,"An inexperienced
witch who just
started learning
the mystic arts.",Mercury,Saturn,2,Spellcaster,Dark,550,500,80741828,999999,1,0,1,0,0,0,1,0,0,0,0,0,0,628,699,574,553,561,88,55
629,Armored Rat,"A rat
that is protected
by armor-like fur.",Jupiter,Pluto,3,Beast,Earth,950,1100,16246527,55,0,0,0,0,0,0,0,0,0,0,0,0,1,629,33,401,396,319,209,44
630,Ancient Lizard Warrior,"A powerful,
prehistoric
lizard warrior.",Neptune,Saturn,4,Reptile,Earth,1400,1100,43230671,100,0,1,0,0,0,0,0,0,0,0,0,0,0,630,17,283,228,310,415,38
631,Maiden of the Moonlight,"A lunar sorcerer
that uses mystical
spells to induce
hallucinations.",Moon,Venus,4,Spellcaster,Light,1500,1300,79629370,160,1,0,0,0,0,0,1,0,0,0,0,0,0,631,383,224,188,235,65,36
632,Stone Ogre Grotto,"A rock giant
consisting of
massive boulders.",Uranus,Sun,5,Rock,Earth,1600,1500,15023985,230,0,0,0,0,0,0,0,0,0,0,0,0,0,632,589,190,155,172,597,33
633,Winged Egg of New Life,"A messenger of
newborn life.",Sun,Mars,5,Fairy,Light,1400,1700,42418084,230,1,0,0,0,0,0,0,0,0,0,0,0,0,633,695,174,215,127,365,30
634,Night Lizard,"A green-scaled
lizard warrior
dedicated to 
protecting the sea.",Neptune,Jupiter,4,Aqua,Water,1150,1300,78402798,120,0,1,0,0,0,0,0,0,0,0,0,0,0,634,463,311,330,246,538,40
635,Queen's Double,"Not very useful
double of a queen.",Uranus,Moon,1,Warrior,Earth,350,300,5901497,15,0,0,0,0,0,0,1,0,0,0,0,0,0,635,506,604,593,598,172,59
636,Blue-winged Crown,"A bird that glows
with blue flames and
has a head of hair
shaped like a crown.",Saturn,Venus,4,Winged Beast,Wind,1600,1200,41396436,160,0,0,0,0,0,1,0,0,0,0,0,0,0,636,75,202,164,263,248,33
637,Trent,"A protector
of the forest,
this massive tree
continues to grow.",Jupiter,Sun,5,Plant,Earth,1500,1800,78780140,290,0,0,0,0,0,0,0,0,0,0,0,0,0,637,643,147,185,106,620,28
638,Queen of Autumn Leaves,"Queen of the
Tree Spirit
who is embraced
by brilliant
autumn leaves.",Jupiter,Moon,5,Plant,Earth,1800,1500,4179849,290,0,0,0,0,0,0,1,0,0,0,0,0,0,638,505,145,112,164,615,28
639,Amphibious Bugroth,"A Bugroth unit
modified for
underwater warfare.",Neptune,Sun,5,Aqua,Water,1850,1300,40173854,230,0,0,0,0,0,0,0,0,0,0,0,0,0,639,13,126,95,227,509,27
640,Acid Crawler,"A gigantic
caterpillar that
spits acid capable
of melting
almost anything.",Jupiter,Venus,3,Insect,Earth,900,700,77568553,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,640,4,474,420,484,366,48
641,Invader of the Throne,"A scheming queen
who covets
the king's throne
during his absence.",Uranus,Venus,5,Warrior,Earth,1350,1700,3056267,200,0,0,0,0,0,0,1,0,0,0,0,0,0,641,306,175,236,128,150,30
642,Mystical Sheep #1,"A black-haired sheep
that is capable
of sorcery.",Venus,Saturn,3,Beast,Earth,1150,900,30451366,55,0,0,0,0,0,0,0,0,0,0,0,0,1,642,454,393,332,397,232,43
643,Disk Magician,"A creature that
hides in a saucer
and appears only to
attack enemies.",Moon,Uranus,4,Machine,Dark,1350,1000,76446915,80,0,0,0,0,0,0,0,0,0,0,0,0,0,643,152,300,241,335,462,39
644,Flame Viper,"A very swift,
fire-breathing viper.",Mars,Pluto,2,Pyro,Earth,400,450,2830619,20,0,0,0,0,0,0,0,0,0,0,1,0,0,644,211,590,584,568,573,57
645,Royal Guard,"Mechanical soldier
with a mind
of its own.
Originally created
to protect members
of the royal family.",Uranus,Mercury,6,Machine,Earth,1900,2200,39239728,700,0,0,0,0,0,0,0,0,0,0,0,0,0,645,532,53,79,33,486,19
646,Gruesome Goo,"Looks like any other
slime,
but definitely
much more powerful!",Neptune,Moon,3,Aqua,Water,1300,700,65623423,55,0,1,0,0,0,0,0,0,0,0,0,0,0,646,264,333,271,473,527,40
647,Hyosube,"This amphibian
creature boasts
a high attack factor,
but not much of one
for defense.",Neptune,Venus,4,Aqua,Water,1500,900,2118022,120,0,1,0,0,0,0,0,0,0,0,0,0,0,647,299,249,204,381,531,36
648,Machine Attacker,"A machine designed
to blitz its enemies.",Moon,Neptune,5,Machine,Earth,1600,1300,38116136,180,0,0,0,0,0,0,0,0,0,0,0,0,0,648,374,198,161,231,474,33
649,Hibikime,"Confuses enemy
monsters with noise
that is harsh
to the ears.",Mercury,Uranus,4,Warrior,Earth,1450,1000,64501875,120,0,0,1,0,0,0,1,0,0,0,0,0,0,649,280,257,211,330,147,37
650,Whiptail Crow,"Attacks from the
skies with
a whip-like tail.",Moon,Mercury,5,Fiend,Dark,1650,1600,91996584,260,0,0,0,0,0,0,0,0,0,0,0,0,0,650,683,183,145,142,334,31
651,Kunai with Chain,"A boomerang
featuring the
effects of two
cards: the Legendary
Sword and the Sword
of Dark Destruction.",,,,Equip,,0,0,37390589,800,0,0,0,0,0,0,0,0,0,0,0,0,0,651,340,674,674,674,705,63
652,Magical Labyrinth,"A card for boosting
the power of the
Labyrinth Wall.",,,,Equip,,0,0,64389297,10,0,0,0,0,0,0,0,0,0,0,0,0,0,652,379,678,678,678,709,63
653,Warrior Elimination,"Destroys all
opponent Warrior
cards played
on the field.",,,,Magic,,0,0,90873992,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,653,672,716,716,716,652,64
654,Salamandra,"Increases the
strength of those
who control the
power of Salamandra.",,,,Equip,,0,0,32268901,800,0,0,0,0,0,0,0,0,0,0,0,0,0,654,538,697,697,697,716,63
655,Cursebreaker,"Cancels the magic
over all 
level-reduced
monsters and sets
them at level 0.",,,,Magic,,0,0,69666645,10,0,0,0,0,0,0,0,0,0,0,0,0,0,655,116,639,639,639,624,64
656,Eternal Rest,"Eliminates all
Zombie creatures.",,,,Magic,,0,0,95051344,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,656,185,654,654,654,631,64
657,Megamorph,"A card that
increases the power
of any selected
monster by 2 levels.",,,,Equip,,0,0,22046459,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,657,406,680,680,680,711,63
658,Metalmorph,"A card that changes
any selected monster
to a Machine monster.",,,,Equip,,0,0,68540058,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,658,414,681,681,681,712,63
659,Winged Trumpeter,"A horn that
increases the power
of Fairy creatures.",,,,Equip,,0,0,94939166,800,0,0,0,0,0,0,0,0,0,0,0,0,0,659,696,719,719,719,722,63
660,Stain Storm,"Acid rain destroys
an opponent's
Machine monsters.",,,,Magic,,0,0,21323861,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,660,581,704,704,704,647,64
661,Crush Card,"Opponent monsters
in play with attack
factors of 1500 or
more are eliminated.",,,,Magic,,0,0,57728570,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,661,112,636,636,636,623,64
662,Eradicating Aerosol,"An insecticide for
wiping out an
opponent's Insect
monsters that are
currently in play.",,,,Magic,,0,0,94716515,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,662,183,652,652,652,629,64
663,Breath of Light,"A magic wind that
reduces to rubble an
opponent's Rock
monsters that are
currently in play.",,,,Magic,,0,0,20101223,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,663,85,631,631,631,622,64
664,Eternal Draught,"A blast of heat
dries up
and eliminates
an opponent's Fish
monsters that are
currently in play.",,,,Magic,,0,0,56606928,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,664,184,653,653,653,630,64
665,Curse of Millennium Shield,"Sacrifices the
monster with the
highest defense 
rating and summons
Shield.",,,,Ritual,,0,0,83094937,10,0,0,0,0,0,0,0,0,0,0,0,0,0,665,114,637,637,637,670,65
666,Yamadron Ritual,"Sacrifices
Beast-Warrior,
Dragon,
and Pyro monsters
to summon Yamadron.",,,,Ritual,,0,0,29089635,10,0,0,0,0,0,0,0,0,0,0,0,0,0,666,710,720,720,720,687,65
667,Gate Guardian Ritual,"Sacrifices Kazejin,
Suijin, and Sanga of
the Thunder to
summon Gate Guardian.",,,,Ritual,,0,0,56483330,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,667,232,661,661,661,675,65
668,Bright Castle,"A glaring light that
increases the power
of all monsters.",,,,Equip,,0,0,82878489,800,0,0,0,0,0,0,0,0,0,0,0,0,0,668,86,632,632,632,693,63
669,Shadow Spell,"Decreases an
opponent's in-play
monsters by two
levels.",,,,Magic,,0,0,29267084,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,669,551,698,698,698,642,64
670,Black Luster Ritual,"Ceremony conducted
to summon
Black Luster Soldier.
Sacrifice required.",,,,Ritual,,0,0,55761792,100,0,0,0,0,0,0,0,0,0,0,0,0,0,670,65,628,628,628,666,65
671,Zera Ritual,"Ceremony conducted
to summon Zera.
Sacrifice required.",,,,Ritual,,0,0,81756897,100,0,0,0,0,0,0,0,0,0,0,0,0,0,671,718,722,722,722,688,65
672,Harpie's Feather Duster,"Destroys all
opponent Magic cards
that are in play.",,,,Magic,,0,0,18144506,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,672,276,665,665,665,635,64
673,War-lion Ritual,"Ceremony conducted
to summon War Lion.
Sacrifice required.",,,,Ritual,,0,0,54539105,100,0,0,0,0,0,0,0,0,0,0,0,0,0,673,671,715,715,715,686,65
674,Beastry Mirror Ritual,"Ceremony conducted
to summon
Fiend's Mirror.
Sacrifice required.",,,,Ritual,,0,0,81933259,100,0,0,0,0,0,0,0,0,0,0,0,0,0,674,55,627,627,627,665,65
675,Ultimate Dragon,"Sacrifice three
Blue-eyes to summon
Ultimate Dragon.",,,,Ritual,,0,0,17928958,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,675,659,711,711,711,685,65
676,Commencement Dance,"Sacrifice Dancer and
Warrior to summon
Performance of Sword.",,,,Ritual,,0,0,43417563,50,0,0,0,0,0,0,0,0,0,0,0,0,0,676,100,633,633,633,667,65
677,Hamburger Recipe,"A card with
the ingredients
for making a
delicious hamburger.",,,,Ritual,,0,0,80811661,50,0,0,0,0,0,0,0,0,0,0,0,0,0,677,269,664,664,664,676,65
678,Revival of Sennen Genjin,"Sacrifice
Beast-Warrior and
Golem to summon
Sengenjin.",,,,Ritual,,0,0,16206366,100,0,0,0,0,0,0,0,0,0,0,0,0,0,678,519,694,694,694,681,65
679,Novox's Prayer,"Sacrifice Warrior
and Scythe Wielder
to summon
Skull Guardian.",,,,Ritual,,0,0,43694075,50,0,0,0,0,0,0,0,0,0,0,0,0,0,679,466,685,685,685,678,65
680,Curse of Tri-Horned Dragon,"Sacrifice a horned
monster to summon
Tri-Horned Dragon.",,,,Ritual,,0,0,79699070,50,0,0,0,0,0,0,0,0,0,0,0,0,0,680,115,638,638,638,671,65
681,House of Adhesive Tape,"Monsters
with Attack Factors
of 500 or lower
are eliminated
from the play field.",,,,Trap,,0,0,15083728,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,681,294,669,669,669,661,62
682,Eatgaboon,"Monsters
with Attack Factors
of 1000 or lower
are eliminated
from the play field.",,,,Trap,,0,0,42578427,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,682,172,648,648,648,658,62
683,Bear Trap,"When an opposing
monster's Attack
Factor is
1500 or lower,
it is eliminated
from the play field.",,,,Trap,,0,0,78977532,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,683,52,625,625,625,657,62
684,Invisible Wire,"When an opposing
monster's Attack
Factor is
2000 or lower,
it is eliminated
from the play field.",,,,Trap,,0,0,15361130,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,684,308,672,672,672,662,62
685,Acid Trap Hole,"When an opposing
monster's Attack
Factor is
3000 or lower,
it is eliminated
from the play field.",,,,Trap,,0,0,41356845,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,685,5,622,622,622,655,62
686,Widespread Ruin,"When an opponent's
monster attacks,
it is blown to
smithereens and
eliminated from
the play field.",,,,Trap,,0,0,77754944,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,686,688,718,718,718,664,62
687,Goblin Fan,"Reflects the damage
of direct attack
cards like 
Fire Sparks and
Inferno back
to your opponent.",,,,Trap,,0,0,4149689,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,687,246,662,662,662,660,62
688,Bad Reaction to Simochi,"A card that reverses
the effects of
recovery cards and
transforms the
points to damage.",,,,Trap,,0,0,40633297,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,688,41,624,624,624,656,62
689,Reverse Trap,"A card that reverses
the effects of
power-up cards
and transforms 
the effects
to power reduction.",,,,Trap,,0,0,77622396,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,689,518,693,693,693,663,62
690,Fake Trap,"A trap card
for tricking
your opponent.
Nothing happens
when it is attacked.",,,,Trap,,0,0,3027001,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,690,192,655,655,655,659,62
691,Revived of Serpent Night Dragon,"Select a specific
monster for
sacrifice and summon
Serpent Night Dragon.",,,,Ritual,,0,0,39411600,50,0,0,0,0,0,0,0,0,0,0,0,0,0,691,521,696,696,696,683,65
692,Turtle Oath,"Sacrifice crab and
turtle to summon
Crab Turtle.",,,,Ritual,,0,0,76806714,100,0,0,0,0,0,0,0,0,0,0,0,0,0,692,648,710,710,710,684,65
693,Contruct of Mask,"Sacrifice a masked
one to summon a new
mask.",,,,Ritual,,0,0,2304453,100,0,0,0,0,0,0,0,0,0,0,0,0,0,693,101,634,634,634,668,65
694,Resurrection of Chakra,"Sacrifice 3 Fiend
monsters to conduct
the ritual for the
Resurrection of
Chakra.",,,,Ritual,,0,0,39399168,100,0,0,0,0,0,0,0,0,0,0,0,0,0,694,517,692,692,692,680,65
695,Puppet Ritual,"Sacrifice Puppeteer
and Machine monsters
to summon the Puppet.",,,,Ritual,,0,0,5783166,50,0,0,0,0,0,0,0,0,0,0,0,0,0,695,503,688,688,688,679,65
696,Javelin Beetle Pact,"Sacrifice the stag
beetle and beetle
to summon
Javelin Beetle.",,,,Ritual,,0,0,41182875,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,696,310,673,673,673,677,65
697,Garma Sword Oath,"Sacrifice the
Ashura's Arm
and Sword-wielder
to summon.",,,,Ritual,,0,0,78577570,50,0,0,0,0,0,0,0,0,0,0,0,0,0,697,227,660,660,660,674,65
698,Cosmo Queen's Prayer,"Sacrifice a normal
Queen to summon
Cosmo Queen.",,,,Ritual,,0,0,4561679,50,0,0,0,0,0,0,0,0,0,0,0,0,0,698,104,635,635,635,669,65
699,Revival of Skeleton Rider,"Sacrifice Temple and
Cockroach to summon
Dokurorider.",,,,Ritual,,0,0,31066283,10,0,0,0,0,0,0,0,0,0,0,0,0,0,699,520,695,695,695,682,65
700,Fortress Whale's Oath,"Sacrifice Horn and
Machine Fish to
summon Sea Fortress.",,,,Ritual,,0,0,77454922,10,0,0,0,0,0,0,0,0,0,0,0,0,0,700,217,659,659,659,673,65
701,Performance of Sword,"A warrior dancer
with fancy dance
steps.",Sun,Saturn,6,Warrior,Earth,1950,1850,,,0,0,0,0,0,0,0,0,0,0,0,0,0,701,486,102,78,85,169,24
702,Hungry Burger,"Attracts hungry
enemies with tasty
aromas and eats them
when they get close
enough.",Moon,Mars,6,Warrior,Dark,2000,1850,,,0,0,0,0,0,0,0,0,0,0,0,0,0,702,295,77,66,84,148,23
703,Sengenjin,"A headstrong,
primitive man
equipped with 
a Millennium Item.",Jupiter,Mercury,8,Beast-Warrior,Earth,2750,2500,,,0,0,0,0,0,0,0,0,0,0,0,0,0,703,546,17,14,12,204,9
704,Skull Guardian,"A guardian of the
law that doesn't
forgive cheating.
Attacks enemies with
its sword-like arms.",Sun,Jupiter,7,Warrior,Light,2050,2500,,,0,0,0,0,0,0,0,0,0,0,0,0,0,704,559,30,59,16,174,13
705,Tri-horned Dragon,"A wicked dragon
with three horns
protruding from
its head.",Moon,Jupiter,8,Dragon,Dark,2850,2350,,,0,0,0,0,0,0,0,0,0,0,0,0,0,705,645,13,10,22,27,7
706,Serpent Night Dragon,"A dragon created
from the soul
of a wicked knight.",Mercury,Pluto,7,Dragon,Dark,2350,2400,,,0,0,0,1,0,0,0,0,0,0,0,0,0,706,548,35,32,21,24,15
707,Skull Knight,"A monk
who has conducted
several rituals
in the netherworld,
and who is capable
of using both
weapons and magic.",Mercury,Neptune,7,Spellcaster,Dark,2650,2250,2504891,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,707,560,18,15,29,80,10
708,Cosmo Queen,"A queen who rules
over all the stars
in the universe.",Venus,Uranus,8,Spellcaster,Dark,2900,2450,,,0,0,0,0,0,0,0,0,0,0,0,0,0,708,103,12,9,18,39,6
709,Chakra,"A twisting shape
that attacks with
tentacle-like arms.",Mercury,Moon,7,Fiend,Dark,2450,2000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,709,93,33,27,49,279,14
710,Crab Turtle,"A creature with a
turtle shell and
crab scissors to
provide high attack
and defense factors.",Neptune,Jupiter,8,Aqua,Water,2550,2500,,,0,0,0,0,0,0,0,0,0,0,0,0,0,710,105,23,20,14,518,12
711,Mikazukinoyaiba,"A dragon warrior
armed with a
crescent-shaped
sword. Rumored to be
from the moon.",Sun,Uranus,7,Dragon,Dark,2200,2350,38277918,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,711,419,39,42,23,18,16
712,Meteor Dragon,"A dragon that
arrived on earth
by means of a comet
that fell from
the far reaches
of space.",Uranus,Neptune,6,Dragon,Earth,1800,2000,64271667,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,712,417,81,99,59,17,23
713,Meteor B. Dragon,"With the burning
hide of a meteorite,
this creature
vaporizes all that
it touches.",Mars,Sun,8,Dragon,Fire,3500,2000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,713,416,4,4,48,16,3
714,Firewing Pegasus,"A heavenly stallion
that flies
across the skies
on scarlet wings.",Mars,Moon,6,Beast,Fire,2250,1800,27054370,999999,0,0,0,0,0,0,0,0,0,0,1,0,0,714,205,49,40,88,214,18
715,Psycho-Puppet,"A mysterious doll
with a strange dance
that robs the power
of opposing monsters.",Moon,Saturn,7,Fiend,Dark,2000,2350,,,0,0,0,0,0,0,0,0,0,0,0,0,0,715,500,41,61,24,318,16
716,Garma Sword,"A skilled warrior
that wields six
swords against
opposing monsters.",Moon,Uranus,7,Warrior,Dark,2550,2150,,,0,0,0,0,0,0,0,0,0,0,0,0,0,716,226,25,21,36,140,12
717,Javelin Beetle,"A creature with
lethal scissors that
cut through almost
anything.",Jupiter,Uranus,8,Insect,Earth,2450,2550,,,0,0,0,0,0,0,0,0,0,0,0,0,0,717,309,24,26,8,383,12
718,Fortress Whale,"A sea monster with
a cannon mounted on
its back to blow
its enemies out
of the water.",Neptune,Saturn,7,Fish,Water,2350,2150,,,0,0,0,0,0,0,0,0,0,0,0,0,0,718,216,40,33,37,433,16
719,Dokurorider,"A lonely rider that
races across the
wasteland, raising
thick clouds of dust.",Uranus,Mars,6,Zombie,Dark,1900,1850,,,0,0,0,0,0,0,0,0,0,0,0,0,0,719,156,105,81,86,96,26
720,Mask of Shine & Dark,"A creature that
twists the fabric of
light and darkness
to generate images
to confuse opponents.",Venus,Pluto,6,Spellcaster,Dark,2000,1800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,720,393,79,67,96,66,23
721,Dark Magic Ritual,"Ceremony
for summoning
the Magician of
Black Chaos.
Sacrifice required.",,,,Ritual,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,721,134,643,643,643,672,65
722,Magician of Black Chaos,"The ultimate
magic-user,
who wields the power
of chaos borne from
the fusion of
Dark and Light.",Mercury,Mars,8,Spellcaster,Dark,2800,2600,,,0,0,0,0,0,0,0,0,0,0,0,0,0,722,380,14,11,7,62,8
